Uniprot	Pref_Name	Gene ID	Target_Class	Organism	Near_Neighbor_ChEMBLID	Near_Neighbor_Smiles	Near_Neighbor_Bioactive_organism	Near_Neighbor_conf_score	NN_activity	NN_Units	Input_Compound	Similarity
P0DJD9	Pepsin A	5222	Protease	Homo sapiens	CHEMBL222559	CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1	Homo sapiens	9	5.7	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.147540983607
P17516	Aldo-keto reductase family 1 member C4	1109	Oxidoreductases	Homo sapiens	CHEMBL3950016	COC(=O)c1cccc(Nc2ccc([N+](=O)[O-])c3ccccc23)c1	Homo sapiens	8	5.09	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.147368421053
P19320	Vascular cell adhesion protein 1	7412	Other	Homo sapiens	CHEMBL324824	CNC(=O)c1cc2c(Oc3ccc(C(F)(F)CO)cc3)cncc2s1	Homo sapiens	8	6.33	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.147058823529
P19971	Thymidine phosphorylase	1890	Transferases	Homo sapiens	CHEMBL379981	O=c1c2ncn([C@@H]3O[C@H](COC(c4ccccc4)(c4ccccc4)c4ccccc4)[C@@H](O)[C@H]3O)c2ncn1CC1CC1	Homo sapiens	9	5.64	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.146788990826
Q12888	Tumor suppressor p53-binding protein 1	7158	Other	Homo sapiens	CHEMBL2426376	CCN1Cc2ccc(NC(=O)c3ccc(C(=O)N4CCC(C5CCCN5)CC4)cc3Nc3ccccc3)cc2C1	Homo sapiens	9	5.46	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.146551724138
Q05BQ5	MBT domain-containing protein 1	54799	Other	Homo sapiens	CHEMBL2426376	CCN1Cc2ccc(NC(=O)c3ccc(C(=O)N4CCC(C5CCCN5)CC4)cc3Nc3ccccc3)cc2C1	Homo sapiens	9	5.46	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.146551724138
P01106	Myc proto-oncogene protein	4609	Other	Homo sapiens	CHEMBL4087638	O=C(NCCCCCCN1C(=O)S/C(=C\\c2ccc(F)cc2)C1=O)c1ccccc1Nc1ccc([N+](=O)[O-])c2nonc12	Homo sapiens	9	8.34	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.146341463415
P18440	Arylamine N-acetyltransferase 1	9	Transferases	Homo sapiens	CHEMBL3262048	Cc1cc(C)cc(NC2=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc3C2=O)c1	Homo sapiens	9	5.39	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.14606741573
P28715	DNA excision repair protein ERCC-5	2073	Other	Homo sapiens	CHEMBL185325	COc1cccc(-c2coc3c(=O)n(O)c(=O)[nH]c23)c1	Homo sapiens	8	9.67	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.145833333333
P19801	Diamine oxidase	26	Oxidoreductases	Homo sapiens	CHEMBL120717	CC(=O)N1N=C(c2ccccc2O)CC1c1cccc(C)c1	Homo sapiens	8	5.1	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.145833333333
O75688	Protein phosphatase 2C beta	5495	Phosphatase	Homo sapiens	CHEMBL100883	O=C(O)[C@H](Cc1c[nH]cn1)N1C(=O)[C@@H]2[C@H]3CC[C@H](O3)[C@@H]2C1=O	Homo sapiens	8	5.55	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.145833333333
P06280	Alpha-galactosidase A	2717	Hydrolases	Homo sapiens	CHEMBL4173174	COc1ccc(Br)cc1/C=C/C(=O)NC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O	Homo sapiens	9	5.46	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.145631067961
P17655	Calpain 2	824	Protease	Homo sapiens	CHEMBL3706739	CCC(NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1)C(=O)C(=O)NCCCN1CCCc2ccccc21	Homo sapiens	8	6.7	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.145299145299
P30988	Calcitonin receptor	799	GPCR	Homo sapiens	CHEMBL2035983	C[C@@]1(c2cc(F)cc(F)c2)CNC2(CCCC2)C(=O)N1CC(=O)Nc1cnc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21	Homo sapiens	7	9.19	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.145161290323
Q9UBC3	DNA (cytosine-5)-methyltransferase 3B	1789	Transferases	Homo sapiens	CHEMBL2106789	C[C@@H]1O[C@@H](CC(=O)O)CC2=C1C(=O)c1c(O)cccc1C2=O	Homo sapiens	9	6.3	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.144329896907
Q96IY4	Carboxypeptidase B2 isoform A	1361	Protease	Homo sapiens	CHEMBL606237	Cc1ccccc1-n1cnc(CC(OCCN)C(=O)O)c1	Homo sapiens	9	7.19	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.144329896907
P19367	Hexokinase type I	3098	Kinase	Homo sapiens	CHEMBL1478479	COC(=O)Cn1c2ccc(F)cc2c2nc(C)sc21	Homo sapiens	9	5.09	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.144329896907
P24158	Leukocyte proteinase 3	5657	Protease	Homo sapiens	CHEMBL3093815	CC(C)(C)C(=O)Oc1coc(CSc2nc3ccccc3s2)cc1=O	Homo sapiens	9	5.23	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.144230769231
P06734	Immunoglobulin epsilon Fc receptor	2208	Other	Homo sapiens	CHEMBL323228	CC(C)(C)[C@H](NC(=O)[C@H](Cc1cnc2ccccc2c1)[C@H](O)C(=O)NO)C(N)=O	Homo sapiens	8	7.7	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.144230769231
P39086	Glutamate receptor ionotropic kainate 1	2897	Ion_Channel	Homo sapiens	CHEMBL189721	CC(C)COC(=O)[C@@H]1C[C@H]2C[C@@H](Oc3ccccc3-c3nn[nH]n3)CC[C@H]2CN1	Homo sapiens	9	5.13	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.144144144144
P30532	Neuronal acetylcholine receptors; alpha-3/beta-4, alpha-5, beta-2	1138	Ion_Channel	Homo sapiens	CHEMBL3110043	CC(C)(C)C1CCC(CN2C(=N)N(CCCC[C@H]3CNC(=N)N3CCc3cccnc3)C[C@H]2Cc2ccccc2)CC1	Homo sapiens	7	5.04	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.14406779661
P30550	Gastrin releasing peptide receptor	2925	GPCR	Homo sapiens	CHEMBL85400	COc1ccc(C2(CNC(=O)[C@](C)(Cc3c[nH]c4ccccc34)NC(=O)Nc3ccc([N+](=O)[O-])cc3)CCCCC2)cc1OC	Homo sapiens	8	7.48	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.144
P36873	Serine/threonine protein phosphatase PP1-gamma catalytic subunit	5501	Phosphatase	Homo sapiens	CHEMBL259235	COc1cc(C2(C(F)(F)F)N=N2)ccc1C(=O)NCCNC(=O)CO/N=C(\\C)[C@@H](C)CC[C@@H]1O[C@]2(CC[C@H](C)[C@H]([C@H](C)CC[C@H](O)[C@H](C)C(=O)C[C@@H](O)[C@H](OC)[C@H](OC(=O)C[C@@H](O)/C(C(=O)O)=C(\\C)C(=O)O)C(C)C)O2)CC[C@H]1C	Homo sapiens	8	7.67	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.14375
Q93008	Probable ubiquitin carboxyl-terminal hydrolase FAF-X	8239	Protease	Homo sapiens	CHEMBL4283401	CCCC(NC(=O)/C(C#N)=C/c1ccc2ccccc2n1)c1ccc(OCCN2CCOCC2)cc1	Homo sapiens	9	5.22	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.142857142857
Q8NEV1	Casein kinase 2_UNCURATED	283106	Kinase	Homo sapiens	CHEMBL512747	CN1CCN(CCCn2nc3c(Br)c(Br)c(Br)c(Br)c3n2)CC1	Homo sapiens	5	5.07	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.142857142857
Q16611	Bcl-2 homologous antagonist/killer	578	Other	Homo sapiens	CHEMBL4167474	COC1=C(O)C(=O)/C(=C(\\O)[C@@H]2CC=C(CCC=C(C)C)C[C@H]2c2ccccc2)C(=O)C1=O	Homo sapiens	5	5.32	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.142857142857
P41587	Vasoactive intestinal polypeptide receptor 2	7434	GPCR	Homo sapiens	CHEMBL3890096	CO[C@H]1Cc2ccccc2[C@@H]1NC(=O)[C@H](Cc1ccccc1)C[C@H](O)CNS(=O)(=O)c1ccc2c(c1)OCCO2	Homo sapiens	9	5.22	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.142857142857
P10145	Interleukin-8	3576	Other	Homo sapiens	CHEMBL1316316	COc1ccc(S(=O)(=O)n2c(N)nc3ccccc32)cc1	Homo sapiens	9	5.5	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.142857142857
P10144	Granzyme B	3002	Protease	Homo sapiens	CHEMBL305293	CC[C@H](C)[C@H](NC(C)=O)C(=O)NCC(=O)N1c2ccccc2C[C@H]1C(=O)N[C@H](C=O)CC(=O)O	Homo sapiens	8	7.89	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.142857142857
P01730	T-cell surface antigen CD4	920	Other	Homo sapiens	CHEMBL230798	CC(C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)COc1ccc2ccccc2c1)C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1COC(=O)NC(C)(C)C)[C@H](C)O	Homo sapiens	8	5.22	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.142857142857
O00571	ATP-dependent RNA helicase DDX3X	1654	Hydrolases	Homo sapiens	CHEMBL456198	O=C(CCN1C(=O)/C(=C/c2cccc(Br)c2)SC1=S)Nc1ccccc1O	Homo sapiens	9	5.27	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.142857142857
B2RXH2	Lysine-specific demethylase 4D-like	390245	Other	Homo sapiens	CHEMBL3108956	COC(=O)c1ccnc(-c2cc(C(=O)O)ccn2)c1	Homo sapiens	9	5.3	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.142857142857
Q9UQ49	Sialidase 3	10825	Hydrolases	Homo sapiens	CHEMBL1289649	CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)Cn1cc(COc2ccccc2)nn1	Homo sapiens	9	5.26	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.141592920354
Q8WWR8	Sialidase 4	129807	Hydrolases	Homo sapiens	CHEMBL1289649	CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)Cn1cc(COc2ccccc2)nn1	Homo sapiens	9	5.77	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.141592920354
P31939	AICAR transformylase	471	Hydrolases|Transferases	Homo sapiens	CHEMBL4076500	O=c1[nH]ccc2cc(F)c(NS(=O)(=O)c3ccc(N4CCC(O)CC4)s3)cc12	Homo sapiens	9	7.89	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.141509433962
Q9P2J5	Leucyl-tRNA synthetase	51520	Ligases	Homo sapiens	CHEMBL45426	O=C1N(CCCCCOc2ccc(-c3ccc(Cl)cc3)cc2)CCN1c1ccncc1	Homo sapiens	8	5.88	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.141414141414
Q9Y253	DNA polymerase eta	5429	Transferases	Homo sapiens	CHEMBL1917196	CCCCCCCCCCCC(=O)Oc1cccc2c1C(=O)C=CC2=O	Homo sapiens	9	5.16	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.141304347826
Q9UGP5	DNA polymerase lambda	27343	Transferases	Homo sapiens	CHEMBL1917196	CCCCCCCCCCCC(=O)Oc1cccc2c1C(=O)C=CC2=O	Homo sapiens	9	5.16	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.141304347826
Q9UBT6	DNA polymerase kappa	51426	Transferases	Homo sapiens	CHEMBL1917196	CCCCCCCCCCCC(=O)Oc1cccc2c1C(=O)C=CC2=O	Homo sapiens	9	5.17	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.141304347826
Q8WZA2	Rap guanine nucleotide exchange factor 4	11069	Other	Homo sapiens	CHEMBL3810304	Cc1cc(C)c(Nc2cccc(C(F)(F)F)c2)c(C)c1	Homo sapiens	9	5.7	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.141176470588
O60235	Transmembrane protease serine 11D	9407	Other	Homo sapiens	CHEMBL1809242	Cc1ccc(C)c(N2CCN(C(=O)C[C@@H](NS(=O)(=O)Cc3ccccc3)C(=O)N3CCC[C@H]3C(=O)NCc3ccc(C(=N)N)cc3)CC2)c1	Homo sapiens	9	7.14	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.140625
Q9BYF1	Angiotensin-converting enzyme 2	59272	Protease	Homo sapiens	CHEMBL261423	CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@@H]1P(=O)(O)C[C@@H](Cc1ccccc1)C(=O)O	Homo sapiens	8	9.15	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.140350877193
P11021	78 kDa glucose-regulated protein	3309	Other	Homo sapiens	CHEMBL1784882	CNc1nc2c(N)ncnc2n1[C@@H]1O[C@H](COCc2ccccc2)[C@@H](O)[C@H]1O	Homo sapiens	8	6.0	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.140186915888
P09211	Glutathione S-transferase Pi	2950	Transferases	Homo sapiens	CHEMBL584306	C=C(C)C(=O)c1ccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)no2)cc1Br	Homo sapiens	9	5.89	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.140186915888
P00492	Hypoxanthine-guanine phosphoribosyltransferase	3251	Transferases	Homo sapiens	CHEMBL2153477	COC(=O)CCN(CCn1cnc2c(=O)[nH]c(N)nc21)CCP(=O)(O)O	Homo sapiens	9	6.3	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.140186915888
P16885	Phospholipase C-gamma-2	5336	Hydrolases	Homo sapiens	CHEMBL475466	COc1ccc2[nH]c(C(=O)Nc3nc4ccccc4s3)cc2c1	Homo sapiens	8	5.3	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.14
P11142	Heat shock cognate 71 kDa protein	3312	Other	Homo sapiens	CHEMBL3091928	CCn1c(=O)/c(=C2\\Sc3ccc(OC)cc3N2C)s/c1=C\\c1cccc[n+]1CCCCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12.[Cl-]	Homo sapiens	9	6.05	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.13986013986
Q13304	Uracil nucleotide/cysteinyl leukotriene receptor	2840	GPCR	Homo sapiens	CHEMBL1097279	CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])C(Cl)(Cl)P(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+]	Homo sapiens	9	9.15	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.139534883721
P32241	Vasoactive intestinal polypeptide receptor 1	7433	GPCR	Homo sapiens	CHEMBL4128926	CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)N[C@H]3C[C@H](C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12	Homo sapiens	9	9.33	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.139130434783
Q14957	Glutamate [NMDA] receptor subunit epsilon 3	2905	Ion_Channel	Homo sapiens	CHEMBL3938522	N#C[C@@H]1C[C@H]1c1c(Cl)ccc2nc(Cn3nc(C(F)(F)F)cc3Cl)cc(=O)n12	Homo sapiens	7	5.33	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.138888888889
P01160	Atrial natriuretic factor	4878	Other	Homo sapiens	CHEMBL1778532	COCC[C@H](NC1(C(=O)N[C@@H](Cc2ncc(-c3ccccc3)o2)C(=O)O)CCCC1)C(=O)O	Homo sapiens	8	6.57	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.138888888889
O15399	Glutamate [NMDA] receptor subunit epsilon 4	2906	Ion_Channel	Homo sapiens	CHEMBL3938522	N#C[C@@H]1C[C@H]1c1c(Cl)ccc2nc(Cn3nc(C(F)(F)F)cc3Cl)cc(=O)n12	Homo sapiens	7	5.02	EC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.138888888889
P50391	Neuropeptide Y receptor type 4	5540 100996758	GPCR	Homo sapiens	CHEMBL17645	Nc1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3cccc4ccccc34)CC2)nc2ccccc12	Homo sapiens	8	5.24	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.138613861386
P19235	Erythropoietin receptor	2057	Other	Homo sapiens	CHEMBL58237	COC(=O)[C@H](CCCCN)N(Cc1cccc(OCc2ccccc2)c1)Cc1cccc(OCc2ccccc2)c1	Homo sapiens	8	5.0	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.138613861386
P00491	Purine nucleoside phosphorylase	4860	Transferases	Homo sapiens	CHEMBL1161034	Nc1nc(O)c2ncn(Cc3ccccc3CC(F)(F)P(=O)(O)O)c2n1	Homo sapiens	8	7.89	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.138613861386
O43895	Xaa-Pro aminopeptidase 2	7512	Protease	Homo sapiens	CHEMBL311925	C[C@H](NC(=O)[C@@H]1CCCN1C(CCc1ccccc1)C(=O)O)C(N)=O	Homo sapiens	8	5.58	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.138613861386
Q9Y6Y9	Lymphocyte antigen 96	23643	Other	Homo sapiens	CHEMBL4176576	COc1ccccc1/C=C/C(=O)/C=C/c1ccc(O)c(Br)c1	Homo sapiens	9	5.38	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.13829787234
Q9UJM8	Hydroxyacid oxidase 1	54363	Oxidoreductases	Homo sapiens	CHEMBL276330	O=C(O)C(=O)CC(=O)c1ccc(-n2c(-c3ccccc3)cc3ccccc32)cc1	Homo sapiens	8	6.75	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.13829787234
Q13003	Glutamate receptor ionotropic kainate 3	2899	Ion_Channel	Homo sapiens	CHEMBL59284	COc1ccccc1/C=C/C[C@H](C[C@H](N)C(=O)O)C(=O)O	Homo sapiens	8	7.38	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.13829787234
P04229	HLA class II histocompatibility antigen DRB1-1			Homo sapiens	CHEMBL4292594	CC[C@H](C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)CCCCCNC(=O)CCSSCC(=O)NCCCCNc1ccc(O)c2c1C(=O)c1ccccc1C2=O)C(C)C)C(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O)C(C)C	Homo sapiens	9	7.25	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.138121546961
Q99816	Tumor susceptibility gene 101 protein	7251	Transporter	Homo sapiens	CHEMBL1946564	CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N1C[C@H](O/N=C/c2ccc3c(c2)Cc2ccccc2-3)C[C@H]1C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(N)=O)[C@@H](C)O	Homo sapiens	9	5.58	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.137931034483
Q14973	Bile acid transporter	6554	Transporter	Homo sapiens	CHEMBL362668	COc1ccc2cc([C@H](C)C(=O)Oc3cccc(Cn4cc5c(n4)CC4C[C@@H](O)C6C(CC[C@@]7(C)C6CCC7[C@H](C)CCC(=O)NCC(=O)O)[C@@]4(C)C5)c3)ccc2c1	Homo sapiens	9	5.47	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.137931034483
P60568	Interleukin-2	3558	Other	Homo sapiens	CHEMBL4103753	Cn1c(Cc2nn(C)c(=O)c3ccccc23)nnc1SCCCCCCCC(=O)Nc1ccc(Cl)cc1Cl	Homo sapiens	9	5.1	Kd	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.137931034483
P46092	C-C chemokine receptor type 10	2826	GPCR	Homo sapiens	CHEMBL3946799	N#Cc1cccn1CCC(NS(=O)(=O)c1cc(Cl)c(N)c(Cl)c1)C(=O)N1CCC(C(F)(F)F)CC1	Homo sapiens	9	6.4	IC50	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.137931034483
P14060	3-beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I	3283	Oxidoreductases|Isomerases	Homo sapiens	CHEMBL277224	CC(C)(C)c1ccc(C(F)(F)F)cc1NC(=O)[C@H]1CCC2C3CNC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C	Homo sapiens	9	5.8	Ki	O=C1N(CC(F)(F)F)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3OC)N=C2N(C)C5=CC=CC=C15	0.137931034483
